descriptorID	number	name	uniqueID
15383	A06.407.071.140.950	Zona Fasciculata	D015383
15384	A06.407.071.140.960	Zona Glomerulosa	D015384
15385	A06.407.071.140.970	Zona Reticularis	D015385
313	A06.407.071.265	Adrenal Medulla	D000313
6066	A06.407.312	Gonads	D006066
10053	A06.407.312.497	Ovary	D010053
3338	A06.407.312.497.278	Corpus Luteum	D003338
8184	A06.407.312.497.278.400	Luteal Cells	D008184
6080	A06.407.312.497.535	Ovarian Follicle	D006080
15571	A06.407.312.497.535.150	Follicular Fluid	D015571
6107	A06.407.312.497.535.300	Granulosa Cells	D006107
54885	A06.407.312.497.535.300.500	Cumulus Cells	D054885
13799	A06.407.312.497.535.600	Theca Cells	D013799
13737	A06.407.312.782	Testis	D013737
7985	A06.407.312.782.513	Leydig Cells	D007985
7515	A06.407.414	Islets of Langerhans	D007515
50416	A06.407.414.043	Glucagon-Secreting Cells	D050416
50417	A06.407.414.087	Insulin-Secreting Cells	D050417
50418	A06.407.414.587	Pancreatic Polypeptide-Secreting Cells	D050418
19864	A06.407.414.793	Somatostatin-Secreting Cells	D019864
10280	A06.407.560	Parathyroid Glands	D010280
10870	A06.407.635	Pineal Gland	D010870
10913	A06.407.691	Pituitary-Adrenal System	D010913
10902	A06.407.747	Pituitary Gland	D010902
10903	A06.407.747.500	Pituitary Gland, Anterior	D010903
52680	A06.407.747.500.500	Corticotrophs	D052680
52681	A06.407.747.500.750	Gonadotrophs	D052681
52682	A06.407.747.500.812	Lactotrophs	D052682
52683	A06.407.747.500.937	Somatotrophs	D052683
52684	A06.407.747.500.968	Thyrotrophs	D052684
52716	A06.407.747.750	Pituitary Gland, Intermediate	D052716
52717	A06.407.747.750.500	Melanotrophs	D052717
10904	A06.407.747.875	Pituitary Gland, Posterior	D010904
13961	A06.407.900	Thyroid Gland	D013961
9490	A06.688	Neurosecretory Systems	D009490
7030	A06.688.357	Hypothalamo-Hypophyseal System	D007030
8473	A06.688.357.500	Median Eminence	D008473
10902	A06.688.357.750	Pituitary Gland	D010902
10903	A06.688.357.750.500	Pituitary Gland, Anterior	D010903
52680	A06.688.357.750.500.500	Corticotrophs	D052680
52681	A06.688.357.750.500.750	Gonadotrophs	D052681
52682	A06.688.357.750.500.812	Lactotrophs	D052682
52683	A06.688.357.750.500.937	Somatotrophs	D052683
52684	A06.688.357.750.500.968	Thyrotrophs	D052684
52716	A06.688.357.750.750	Pituitary Gland, Intermediate	D052716
52717	A06.688.357.750.750.500	Melanotrophs	D052717
10904	A06.688.357.750.875	Pituitary Gland, Posterior	D010904
10870	A06.688.733	Pineal Gland	D010870
2319	A07	Cardiovascular System	D002319
15824	A07.025	Blood-Air Barrier	D015824
18916	A07.030	Blood-Aqueous Barrier	D018916
1812	A07.035	Blood-Brain Barrier	D001812
49428	A07.037	Blood-Nerve Barrier	D049428
1813	A07.040	Blood-Retinal Barrier	D001813
1814	A07.045	Blood-Testis Barrier	D001814
1808	A07.231	Blood Vessels	D001808
1158	A07.231.114	Arteries	D001158
1011	A07.231.114.056	Aorta	D001011
1012	A07.231.114.056.205	Aorta, Abdominal	D001012
1013	A07.231.114.056.372	Aorta, Thoracic	D001013
12850	A07.231.114.056.847	Sinus of Valsalva	D012850
1160	A07.231.114.060	Arterioles	D001160
1366	A07.231.114.085	Axillary Artery	D001366
1488	A07.231.114.106	Basilar Artery	D001488
1916	A07.231.114.139	Brachial Artery	D001916
16122	A07.231.114.145	Brachiocephalic Trunk	D016122
1981	A07.231.114.158	Bronchial Arteries	D001981
2339	A07.231.114.186	Carotid Arteries	D002339
17536	A07.231.114.186.200	Carotid Artery, Common	D017536
2342	A07.231.114.186.200.210	Carotid Artery, External	D002342
2343	A07.231.114.186.200.230	Carotid Artery, Internal	D002343
2346	A07.231.114.186.456	Carotid Sinus	D002346
2445	A07.231.114.207	Celiac Artery	D002445
2536	A07.231.114.228	Cerebral Arteries	D002536
20771	A07.231.114.228.100	Anterior Cerebral Artery	D020771
2941	A07.231.114.228.351	Circle of Willis	D002941
20768	A07.231.114.228.550	Middle Cerebral Artery	D020768
20769	A07.231.114.228.700	Posterior Cerebral Artery	D020769
13699	A07.231.114.228.868	Temporal Arteries	D013699
19842	A07.231.114.248	Ciliary Arteries	D019842
3331	A07.231.114.269	Coronary Vessels	D003331
19074	A07.231.114.330	Epigastric Arteries	D019074
5263	A07.231.114.351	Femoral Artery	D005263
24405	A07.231.114.379	Gastroepiploic Artery	D024405
6499	A07.231.114.407	Hepatic Artery	D006499
7083	A07.231.114.444	Iliac Artery	D007083
8438	A07.231.114.523	Maxillary Artery	D008438
8576	A07.231.114.545	Meningeal Arteries	D008576
8638	A07.231.114.565	Mesenteric Arteries	D008638
17537	A07.231.114.565.510	Mesenteric Artery, Inferior	D017537
17538	A07.231.114.565.755	Mesenteric Artery, Superior	D017538
9880	A07.231.114.622	Ophthalmic Artery	D009880
11150	A07.231.114.681	Popliteal Artery	D011150
11651	A07.231.114.715	Pulmonary Artery	D011651
17534	A07.231.114.740	Radial Artery	D017534
12077	A07.231.114.745	Renal Artery	D012077
12161	A07.231.114.765	Retinal Artery	D012161
13157	A07.231.114.814	Splenic Artery	D013157
13348	A07.231.114.839	Subclavian Artery	D013348
13895	A07.231.114.891	Thoracic Arteries	D013895
8323	A07.231.114.891.525	Mammary Arteries	D008323
16909	A07.231.114.895	Tibial Arteries	D016909
17535	A07.231.114.920	Ulnar Artery	D017535
14469	A07.231.114.929	Umbilical Arteries	D014469
14711	A07.231.114.955	Vertebral Artery	D014711
4730	A07.231.330	Endothelium, Vascular	D004730
20286	A07.231.330.600	Pericytes	D020286
17539	A07.231.330.800	Tunica Intima	D017539
55806	A07.231.461	Microvessels	D055806
1160	A07.231.461.080	Arterioles	D001160
1163	A07.231.461.085	Arteriovenous Anastomosis	D001163
2196	A07.231.461.165	Capillaries	D002196
14699	A07.231.461.920	Venules	D014699
9131	A07.231.491	Muscle, Smooth, Vascular	D009131
17540	A07.231.491.800	Tunica Media	D017540
12171	A07.231.611	Retinal Vessels	D012171
12161	A07.231.611.647	Retinal Artery	D012161
12169	A07.231.611.773	Retinal Vein	D012169
17539	A07.231.700	Tunica Intima	D017539
14650	A07.231.765	Vasa Nervorum	D014650
14651	A07.231.836	Vasa Vasorum	D014651
14680	A07.231.908	Veins	D014680
1367	A07.231.908.077	Axillary Vein	D001367
1401	A07.231.908.106	Azygos Vein	D001401
16121	A07.231.908.130	Brachiocephalic Veins	D016121
2550	A07.231.908.155	Cerebral Veins	D002550
3331	A07.231.908.194	Coronary Vessels	D003331
54326	A07.231.908.194.500	Coronary Sinus	D054326
3392	A07.231.908.224	Cranial Sinuses	D003392
2426	A07.231.908.224.334	Cavernous Sinus	D002426
54063	A07.231.908.224.667	Superior Sagittal Sinus	D054063
54064	A07.231.908.224.833	Transverse Sinuses	D054064
5268	A07.231.908.314	Femoral Vein	D005268
6503	A07.231.908.380	Hepatic Veins	D006503
7084	A07.231.908.427	Iliac Vein	D007084
7601	A07.231.908.498	Jugular Veins	D007601
11152	A07.231.908.641	Popliteal Vein	D011152
11168	A07.231.908.670	Portal System	D011168
8642	A07.231.908.670.385	Mesenteric Veins	D008642
11169	A07.231.908.670.567	Portal Vein	D011169
13162	A07.231.908.670.730	Splenic Vein	D013162
14471	A07.231.908.670.874	Umbilical Veins	D014471
11667	A07.231.908.713	Pulmonary Veins	D011667
12082	A07.231.908.752	Renal Veins	D012082
12169	A07.231.908.783	Retinal Vein	D012169
12501	A07.231.908.819	Saphenous Vein	D012501
13350	A07.231.908.877	Subclavian Vein	D013350
14684	A07.231.908.949	Venae Cavae	D014684
14682	A07.231.908.949.648	Vena Cava, Inferior	D014682
14683	A07.231.908.949.815	Vena Cava, Superior	D014683
55422	A07.231.908.950	Venous Valves	D055422
14699	A07.231.908.952	Venules	D014699
6321	A07.541	Heart	D006321
4699	A07.541.207	Endocardium	D004699
5318	A07.541.278	Fetal Heart	D005318
4373	A07.541.278.395	Ductus Arteriosus	D004373
14338	A07.541.278.930	Truncus Arteriosus	D014338
6325	A07.541.358	Heart Atria	D006325
20517	A07.541.358.100	Atrial Appendage	D020517
6329	A07.541.409	Heart Conduction System	D006329
1283	A07.541.409.147	Atrioventricular Node	D001283
2036	A07.541.409.273	Bundle of His	D002036
11690	A07.541.409.683	Purkinje Fibers	D011690
12849	A07.541.409.819	Sinoatrial Node	D012849
6346	A07.541.459	Heart Septum	D006346
54087	A07.541.459.249	Atrial Septum	D054087
54089	A07.541.459.374	Endocardial Cushions	D054089
54085	A07.541.459.500	Foramen Ovale	D054085
54088	A07.541.459.750	Ventricular Septum	D054088
6351	A07.541.510	Heart Valves	D006351
1021	A07.541.510.110	Aortic Valve	D001021
2815	A07.541.510.240	Chordae Tendineae	D002815
8943	A07.541.510.507	Mitral Valve	D008943
10210	A07.541.510.619	Papillary Muscles	D010210
11664	A07.541.510.738	Pulmonary Valve	D011664
14261	A07.541.510.893	Tricuspid Valve	D014261
6352	A07.541.560	Heart Ventricles	D006352
9206	A07.541.704	Myocardium	D009206
32386	A07.541.704.500	Myoblasts, Cardiac	D032386
32383	A07.541.704.570	Myocytes, Cardiac	D032383
10210	A07.541.704.750	Papillary Muscles	D010210
10210	A07.541.749	Papillary Muscles	D010210
10496	A07.541.795	Pericardium	D010496
9420	A08	Nervous System	D009420
2490	A08.186	Central Nervous System	D002490
1921	A08.186.211	Brain	D001921
1812	A08.186.211.035	Blood-Brain Barrier	D001812
1933	A08.186.211.132	Brain Stem	D001933
8636	A08.186.211.132.659	Mesencephalon	D008636
8125	A08.186.211.132.659.473	Locus Coeruleus	D008125
11903	A08.186.211.132.659.632	Raphe Nuclei	D011903
3336	A08.186.211.132.659.727	Tectum Mesencephali	D003336
7245	A08.186.211.132.659.727.407	Inferior Colliculi	D007245
13477	A08.186.211.132.659.727.816	Superior Colliculi	D013477
13681	A08.186.211.132.659.822	Tegmentum Mesencephali	D013681
2535	A08.186.211.132.659.822.187	Cerebral Aqueduct	D002535
45042	A08.186.211.132.659.822.575	Pedunculopontine Tegmental Nucleus	D045042
10487	A08.186.211.132.659.822.595	Periaqueductal Gray	D010487
12012	A08.186.211.132.659.822.642	Red Nucleus	D012012
13378	A08.186.211.132.659.822.731	Substantia Nigra	D013378
17557	A08.186.211.132.659.822.820	Ventral Tegmental Area	D017557
12154	A08.186.211.132.772	Reticular Formation	D012154
12125	A08.186.211.132.772.646	Respiratory Center	D012125
12249	A08.186.211.132.810	Rhombencephalon	D012249
8526	A08.186.211.132.810.406	Medulla Oblongata	D008526
31608	A08.186.211.132.810.406.286	Area Postrema	D031608
9847	A08.186.211.132.810.406.574	Olivary Nucleus	D009847
17552	A08.186.211.132.810.406.750	Solitary Nucleus	D017552
20540	A08.186.211.132.810.428	Metencephalon	D020540
2531	A08.186.211.132.810.428.200	Cerebellum	D002531
2525	A08.186.211.132.810.428.200.212	Cerebellar Cortex	D002525
11689	A08.186.211.132.810.428.200.212.600	Purkinje Cells	D011689
2529	A08.186.211.132.810.428.200.337	Cerebellar Nuclei	D002529
2530	A08.186.211.132.810.428.200.462	Cerebellopontine Angle	D002530
11149	A08.186.211.132.810.428.600	Pons	D011149
17626	A08.186.211.132.810.428.600.135	Cochlear Nucleus	D017626
8125	A08.186.211.132.810.428.600.500	Locus Coeruleus	D008125
14726	A08.186.211.132.810.428.600.800	Vestibular Nuclei	D014726
3689	A08.186.211.132.810.428.600.800.800	Vestibular Nucleus, Lateral	D003689
11903	A08.186.211.132.810.507	Raphe Nuclei	D011903
14278	A08.186.211.132.931	Trigeminal Nuclei	D014278
14279	A08.186.211.132.931.920	Trigeminal Nucleus, Spinal	D014279
14275	A08.186.211.132.931.920.927	Trigeminal Caudal Nucleus	D014275
2552	A08.186.211.276	Cerebral Ventricles	D002552
2535	A08.186.211.276.187	Cerebral Aqueduct	D002535
2831	A08.186.211.276.298	Choroid Plexus	D002831
4805	A08.186.211.276.460	Ependyma	D004805
20546	A08.186.211.276.500	Fourth Ventricle	D020546
20547	A08.186.211.276.650	Lateral Ventricles	D020547
12688	A08.186.211.276.814	Septum Pellucidum	D012688
20542	A08.186.211.276.840	Third Ventricle	D020542
8032	A08.186.211.464	Limbic System	D008032
679	A08.186.211.464.090	Amygdala	D000679
19261	A08.186.211.464.200	Epithalamus	D019261
19262	A08.186.211.464.200.360	Habenula	D019262
20712	A08.186.211.464.265	Fornix, Brain	D020712
6179	A08.186.211.464.330	Gyrus Cinguli	D006179
6624	A08.186.211.464.405	Hippocampus	D006624
18891	A08.186.211.464.405.200	Dentate Gyrus	D018891
19599	A08.186.211.464.405.200.500	Mossy Fibers, Hippocampal	D019599
17966	A08.186.211.464.405.700	Pyramidal Cells	D017966
7031	A08.186.211.464.482	Hypothalamus	D007031
9833	A08.186.211.464.699	Olfactory Pathways	D009833
20670	A08.186.211.464.699.400	Islands of Calleja	D020670
9830	A08.186.211.464.699.573	Olfactory Bulb	D009830
20534	A08.186.211.464.710	Parahippocampal Gyrus	D020534
18728	A08.186.211.464.710.225	Entorhinal Cortex	D018728
20665	A08.186.211.464.750	Septum of Brain	D020665
12686	A08.186.211.464.750.800	Septal Nuclei	D012686
13377	A08.186.211.464.820	Substantia Innominata	D013377
8636	A08.186.211.653	Mesencephalon	D008636
8125	A08.186.211.653.473	Locus Coeruleus	D008125
11903	A08.186.211.653.632	Raphe Nuclei	D011903
3336	A08.186.211.653.727	Tectum Mesencephali	D003336
7245	A08.186.211.653.727.249	Inferior Colliculi	D007245
13477	A08.186.211.653.727.500	Superior Colliculi	D013477
13681	A08.186.211.653.822	Tegmentum Mesencephali	D013681
2535	A08.186.211.653.822.187	Cerebral Aqueduct	D002535
45042	A08.186.211.653.822.575	Pedunculopontine Tegmental Nucleus	D045042
10487	A08.186.211.653.822.595	Periaqueductal Gray	D010487
12012	A08.186.211.653.822.642	Red Nucleus	D012012
13378	A08.186.211.653.822.731	Substantia Nigra	D013378
17557	A08.186.211.653.822.820	Ventral Tegmental Area	D017557
16548	A08.186.211.730	Prosencephalon	D016548
4027	A08.186.211.730.317	Diencephalon	D004027
19261	A08.186.211.730.317.200	Epithalamus	D019261
19262	A08.186.211.730.317.200.360	Habenula	D019262
10870	A08.186.211.730.317.200.620	Pineal Gland	D010870
7031	A08.186.211.730.317.357	Hypothalamus	D007031
7026	A08.186.211.730.317.357.300	Hypothalamic Area, Lateral	D007026
7032	A08.186.211.730.317.357.342	Hypothalamus, Anterior	D007032
7025	A08.186.211.730.317.357.342.063	Anterior Hypothalamic Nucleus	D007025
10286	A08.186.211.730.317.357.342.400	Paraventricular Hypothalamic Nucleus	D010286
11301	A08.186.211.730.317.357.342.450	Preoptic Area	D011301
13493	A08.186.211.730.317.357.342.625	Suprachiasmatic Nucleus	D013493
13495	A08.186.211.730.317.357.342.650	Supraoptic Nucleus	D013495
7033	A08.186.211.730.317.357.352	Hypothalamus, Middle	D007033
1111	A08.186.211.730.317.357.352.081	Arcuate Nucleus	D001111
4302	A08.186.211.730.317.357.352.270	Dorsomedial Hypothalamic Nucleus	D004302
7030	A08.186.211.730.317.357.352.435	Hypothalamo-Hypophyseal System	D007030
8473	A08.186.211.730.317.357.352.435.249	Median Eminence	D008473
10902	A08.186.211.730.317.357.352.435.500	Pituitary Gland	D010902
10903	A08.186.211.730.317.357.352.435.500.500	Pituitary Gland, Anterior	D010903
52680	A08.186.211.730.317.357.352.435.500.500.500	Corticotrophs	D052680
52681	A08.186.211.730.317.357.352.435.500.500.750	Gonadotrophs	D052681
52682	A08.186.211.730.317.357.352.435.500.500.812	Lactotrophs	D052682
52683	A08.186.211.730.317.357.352.435.500.500.937	Somatotrophs	D052683
52684	A08.186.211.730.317.357.352.435.500.500.968	Thyrotrophs	D052684
52716	A08.186.211.730.317.357.352.435.500.750	Pituitary Gland, Intermediate	D052716
52717	A08.186.211.730.317.357.352.435.500.750.500	Melanotrophs	D052717
10904	A08.186.211.730.317.357.352.435.500.875	Pituitary Gland, Posterior	D010904
14371	A08.186.211.730.317.357.352.870	Tuber Cinereum	D014371
14697	A08.186.211.730.317.357.352.953	Ventromedial Hypothalamic Nucleus	D014697
7034	A08.186.211.730.317.357.362	Hypothalamus, Posterior	D007034
8326	A08.186.211.730.317.357.362.500	Mamillary Bodies	D008326
20530	A08.186.211.730.317.800	Subthalamus	D020530
20392	A08.186.211.730.317.800.240	Entopeduncular Nucleus	D020392
20531	A08.186.211.730.317.800.800	Subthalamic Nucleus	D020531
13788	A08.186.211.730.317.826	Thalamus	D013788
13787	A08.186.211.730.317.826.701	Thalamic Nuclei	D013787
20643	A08.186.211.730.317.826.701.080	Anterior Thalamic Nuclei	D020643
5829	A08.186.211.730.317.826.701.444	Geniculate Bodies	D005829
20646	A08.186.211.730.317.826.701.460	Intralaminar Thalamic Nuclei	D020646
20647	A08.186.211.730.317.826.701.485	Lateral Thalamic Nuclei	D020647
20649	A08.186.211.730.317.826.701.485.600	Pulvinar	D020649
20645	A08.186.211.730.317.826.701.490	Mediodorsal Thalamic Nucleus	D020645
20644	A08.186.211.730.317.826.701.500	Midline Thalamic Nuclei	D020644
20656	A08.186.211.730.317.826.701.700	Posterior Thalamic Nuclei	D020656
20651	A08.186.211.730.317.826.701.900	Ventral Thalamic Nuclei	D020651
13687	A08.186.211.730.885	Telencephalon	D013687
54022	A08.186.211.730.885.287	Cerebrum	D054022
1479	A08.186.211.730.885.287.249	Basal Ganglia	D001479
679	A08.186.211.730.885.287.249.152	Amygdala	D000679
3342	A08.186.211.730.885.287.249.487	Corpus Striatum	D003342
5917	A08.186.211.730.885.287.249.487.397	Globus Pallidus	D005917
17072	A08.186.211.730.885.287.249.487.550	Neostriatum	D017072
2421	A08.186.211.730.885.287.249.487.550.184	Caudate Nucleus	D002421
53400	A08.186.211.730.885.287.249.487.550.484	High Vocal Center	D053400
11699	A08.186.211.730.885.287.249.487.550.784	Putamen	D011699
9714	A08.186.211.730.885.287.249.683	Nucleus Accumbens	D009714
13377	A08.186.211.730.885.287.249.880	Substantia Innominata	D013377
20532	A08.186.211.730.885.287.249.880.100	Basal Nucleus of Meynert	D020532
2540	A08.186.211.730.885.287.500	Cerebral Cortex	D002540
5625	A08.186.211.730.885.287.500.270	Frontal Lobe	D005625
9044	A08.186.211.730.885.287.500.270.548	Motor Cortex	D009044
17397	A08.186.211.730.885.287.500.270.700	Prefrontal Cortex	D017397
6624	A08.186.211.730.885.287.500.345	Hippocampus	D006624
18891	A08.186.211.730.885.287.500.345.200	Dentate Gyrus	D018891
19599	A08.186.211.730.885.287.500.345.200.500	Mossy Fibers, Hippocampal	D019599
17966	A08.186.211.730.885.287.500.345.700	Pyramidal Cells	D017966
19579	A08.186.211.730.885.287.500.420	Neocortex	D019579
9778	A08.186.211.730.885.287.500.571	Occipital Lobe	D009778
14793	A08.186.211.730.885.287.500.571.735	Visual Cortex	D014793
10296	A08.186.211.730.885.287.500.670	Parietal Lobe	D010296
13003	A08.186.211.730.885.287.500.670.675	Somatosensory Cortex	D013003
17966	A08.186.211.730.885.287.500.766	Pyramidal Cells	D017966
13702	A08.186.211.730.885.287.500.863	Temporal Lobe	D013702
1303	A08.186.211.730.885.287.500.863.297	Auditory Cortex	D001303
20534	A08.186.211.730.885.287.500.863.648	Parahippocampal Gyrus	D020534
18728	A08.186.211.730.885.287.500.863.648.225	Entorhinal Cortex	D018728
3337	A08.186.211.730.885.362	Corpus Callosum	D003337
20667	A08.186.211.730.885.380	Diagonal Band of Broca	D020667
20712	A08.186.211.730.885.400	Fornix, Brain	D020712
20772	A08.186.211.730.885.435	Internal Capsule	D020772
9833	A08.186.211.730.885.600	Olfactory Pathways	D009833
20670	A08.186.211.730.885.600.400	Islands of Calleja	D020670
9830	A08.186.211.730.885.600.573	Olfactory Bulb	D009830
20665	A08.186.211.730.885.750	Septum of Brain	D020665
12686	A08.186.211.730.885.750.800	Septal Nuclei	D012686
12688	A08.186.211.730.885.750.814	Septum Pellucidum	D012688
12249	A08.186.211.865	Rhombencephalon	D012249
20540	A08.186.211.865.428	Metencephalon	D020540
2531	A08.186.211.865.428.200	Cerebellum	D002531
2525	A08.186.211.865.428.200.212	Cerebellar Cortex	D002525
11689	A08.186.211.865.428.200.212.600	Purkinje Cells	D011689
2529	A08.186.211.865.428.200.337	Cerebellar Nuclei	D002529
2530	A08.186.211.865.428.200.462	Cerebellopontine Angle	D002530
11149	A08.186.211.865.428.600	Pons	D011149
17626	A08.186.211.865.428.600.135	Cochlear Nucleus	D017626
8125	A08.186.211.865.428.600.500	Locus Coeruleus	D008125
